NM_001001390	chr11:35198122-35198288:+	0.148439627	0.277727362	0.574356062	0.536346196	0.068940868	0.142394198	0.458813231	0.416304111	0.407240462	0.553000899	0.106898104	0.492854466	0.455580209	0.36295529	0.865738862	0.497147066	0.397289126	0.551128199	0.324867277	0.540517255	0.406733211	0.18441822	0.846327937	0.460019088	0.556232939	0.260112696	0.489181904	0.398037608	0.165862282	0.150151049	0.858098822	0.284736856	0.389107777	0.337166844	0.313339748	0.446500833	0.062415607	0.236097911	0.531155701	0.120372112	0.177098277	0.399043953	0.419164919	0.410978895	0.135965496
NM_001001390	chr11:35201821-35201955:+	0.20017939	0.353503949	0.742106712	0.718615302	0.089013901	0.179702505	0.634448499	0.550398928	0.513546173	0.72973763	0.141588644	0.627797522	0.572678483	0.52855406	1.08688018	0.667960436	0.488900441	0.685100267	0.393519274	0.677457003	0.511329755	0.232251544	1.096703393	0.59196644	0.783326887	0.364282236	0.61459614	0.518866596	0.215900858	0.193626834	1.148024917	0.343300254	0.49126331	0.433356902	0.383335194	0.569193136	0.076395936	0.303728713	0.609078508	0.144864664	0.236760295	0.524143955	0.522652109	0.535591283	0.175379045
NM_001001390	chr11:35208379-35208448:+	0.231409954	0.440621586	0.828301169	0.830041262	0.105940327	0.189172597	0.74695243	0.62546441	0.580259813	0.849408863	0.156565724	0.741416291	0.637146239	0.635659276	1.224567596	0.799277474	0.558447763	0.780077483	0.429269514	0.785235382	0.582884943	0.293582187	1.305034363	0.748859268	0.87561652	0.45362992	0.68314336	0.613007634	0.247959127	0.231768249	1.315947402	0.418528352	0.597375662	0.484786136	0.463827781	0.675310835	0.086155986	0.368054529	0.687017659	0.162394534	0.270456218	0.615346059	0.610777013	0.615311708	0.199589733
NM_001001390	chr11:35211382-35211613:+	0.215803994	0.393044711	0.825481439	0.802606107	0.099594843	0.182468826	0.7157277	0.599121227	0.568310223	0.788867435	0.15216625	0.652714176	0.599803793	0.573321115	1.193642525	0.7229932	0.54460829	0.725376701	0.426181809	0.696052383	0.568977139	0.251069862	1.139657265	0.66901691	0.801444278	0.456326202	0.658729899	0.559792058	0.224586356	0.209393124	1.240281776	0.392533442	0.558165816	0.495539688	0.438061506	0.620580513	0.084054241	0.335898206	0.637919477	0.165183457	0.252698849	0.563792081	0.56227375	0.551533746	0.190624502
NM_001001390	chr11:35229652-35229754:+	0.345071316	0.764659952	1.202304093	1.260732858	0.150092736	0.333310829	1.081017218	1.39270028	0.800603793	1.508238723	0.313916409	1.046466566	0.656490684	0.925157164	2.012496021	1.113999601	1.150332841	1.618552679	0.797166588	1.002731191	1.113223408	0.415152256	2.226425645	1.395254632	1.226482504	0.867289491	1.025939759	0.887810062	0.357738785	0.316512281	1.942759828	0.616274875	1.367220275	0.734134446	0.926155691	0.967324867	0.163522034	0.612652513	1.134717027	0.267850684	0.52279448	1.246617744	0.755168381	0.712723629	0.353611733
NM_001001390	chr11:35231512-35231602:+	0.391080825	0.864025771	1.249850741	1.320545815	0.164608255	0.33275357	1.213347306	1.465885315	0.912082913	1.691838616	0.364391954	1.174487905	0.684487649	1.065310034	2.133012043	1.132545926	1.271066784	1.64150526	0.83387655	1.055940881	1.223360208	0.536363136	2.424303561	1.414160521	1.28078747	0.96199128	1.059692502	1.007603897	0.404984793	0.347751091	1.940537944	0.726203564	1.506684154	0.746796392	1.030304759	1.052114241	0.196321099	0.695140368	1.231462784	0.289660409	0.587257044	1.396229632	0.782417581	0.757229383	0.384888283
NM_001001390	chr11:35232793-35232997:+	0.263399963	0.582279353	0.946239755	0.982717495	0.124417197	0.202948935	0.807180579	1.026836449	0.646608684	1.162070008	0.246014196	0.847158861	0.535949904	0.841441544	1.538412827	0.785442536	0.871429575	1.108648193	0.594858641	0.770854735	0.808850386	0.377459583	1.600304193	1.107107732	0.870401538	0.702532038	0.750435239	0.738678806	0.303942868	0.241957259	1.34128532	0.481086705	1.020612668	0.573188773	0.644994779	0.805958879	0.151143215	0.488972402	0.949589821	0.228240754	0.399377773	0.923525269	0.552838872	0.582750959	0.332771919
NM_001001390	chr11:35236399-35236462:+	0.348907263	0.741019336	1.447379869	1.465760249	0.175073052	0.279375143	1.186660233	1.06698551	0.971639509	1.426794005	0.240116471	1.123832536	0.998065594	1.050740437	1.976166134	1.190192974	0.897133407	1.178680113	0.748100395	1.090673044	0.918802796	0.423904821	1.770598325	1.111193301	1.374169521	0.922689429	1.121817285	0.947625626	0.366950265	0.367161409	2.067594804	0.598428271	0.971582297	0.835392578	0.728967981	1.088312302	0.157837173	0.56147094	1.124802136	0.26553848	0.436411779	0.944106958	0.887959568	0.845288688	0.409297378
NM_001001390	chr11:35240863-35240935:+	0.371045881	0.723960728	1.442581796	1.512704563	0.183698747	0.277991043	1.177124295	1.102633854	0.862822805	1.418745643	0.250213252	1.15040684	0.966580087	1.097974999	1.920543495	1.206741803	0.937499064	1.269010042	0.744719557	1.144531456	0.94846538	0.444747088	1.892599441	1.179741807	1.367909983	0.919485646	1.077278381	0.955471744	0.387102857	0.360563616	2.060170641	0.633851997	1.003662844	0.833233811	0.767814462	1.146778776	0.160484732	0.590289668	1.12791942	0.271557631	0.438741186	0.962882835	0.876758243	0.836699197	0.442284055
NM_001001390	chr11:35243201-35243280:+	0.350767658	0.719484578	1.428987501	1.47745632	0.171758425	0.258962709	1.138014706	1.068122578	0.835083347	1.376008404	0.236253159	1.121384191	0.911814238	1.094561149	1.855032034	1.139334102	0.906445695	1.226600394	0.727147028	1.132009605	0.916166569	0.446221536	1.815370193	1.143765522	1.3270234	0.901950629	1.032066448	0.918120234	0.35652106	0.360645667	1.971395466	0.627670601	0.988173683	0.809688191	0.716952791	1.098493225	0.161115884	0.580189974	1.050607778	0.26181257	0.430019451	0.949090604	0.855790339	0.813838864	0.431886781
